Referencia, Color, Cantidad, TInicial, TFinal 
10, Blanco  ,60,13115.04,13124.52
10, Blanco  ,60,13124.52,13134
10, Blanco  ,60,13134,13143.48
10, Blanco  ,60,13143.48,13152.96
10, Blanco  ,60,13152.96,13162.44
10, Blanco  ,60,13162.44,13171.92
10, Blanco  ,60,13171.92,13181.4
10, Blanco  ,60,13181.4,13190.88
10, Blanco  ,60,13190.88,13200.36
10, Blanco  ,60,13200.36,13209.84
10, Blanco  ,60,13209.84,13219.32
10, Blanco  ,60,13219.32,13228.8
10, Blanco  ,60,13228.8,13238.28
10, Blanco  ,60,13238.28,13247.76
10, Blanco  ,60,13247.76,13257.24
10, Blanco  ,60,13257.24,13266.72
10, Blanco  ,60,13266.72,13276.2
10, Blanco  ,60,13276.2,13285.68
10, Blanco  ,60,13285.68,13295.16
10, Blanco  ,60,13295.16,13304.64
10, Blanco  ,60,13304.64,13314.12
10, Blanco  ,60,13314.12,13323.6
10, Blanco  ,60,13323.6,13333.08
10, Blanco  ,60,13333.08,13342.56
10, Blanco  ,60,13342.56,13352.04
10, Blanco  ,60,13352.04,13361.52
10, Blanco  ,60,13361.52,13371
10, Blanco  ,60,13371,13380.48
10, Blanco  ,60,13380.48,13389.96
10, Blanco  ,60,13389.96,13399.44
10, Blanco  ,60,13399.44,13408.92
10, Blanco  ,60,13408.92,13418.4
10, Blanco  ,60,13418.4,13427.88
10, Blanco  ,60,13427.88,13437.36
10, Blanco  ,60,13437.36,13446.84
10, Blanco  ,60,13446.84,13456.32
10, Blanco  ,60,13456.32,13465.8
10, Blanco  ,60,13465.8,13475.28
10, Blanco  ,60,13475.28,13484.76
10, Blanco  ,60,13484.76,13494.24
10, Blanco  ,60,13494.24,13503.72
10, Blanco  ,60,13503.72,13513.2
10, Blanco  ,60,13513.2,13522.68
10, Blanco  ,60,13522.68,13532.16
10, Blanco  ,60,13532.16,13541.64
10, Blanco  ,60,13541.64,13551.12
10, Blanco  ,60,13551.12,13560.6
10, Blanco  ,60,13560.6,13570.08
10, Blanco  ,60,13570.08,13579.56
10, Blanco  ,60,13579.56,13589.04
10, Blanco  ,60,13589.04,13598.52
10, Blanco  ,60,13598.52,13608
10, Blanco  ,60,13608,13617.48
10, Blanco  ,60,13617.48,13626.96
10, Blanco  ,60,13626.96,13636.44
10, Blanco  ,60,13636.44,13645.92
10, Blanco  ,60,13645.92,13655.4
10, Blanco  ,60,13655.4,13664.88
10, Blanco  ,28,13664.88,13674.36
10, Amarillo,60,13674.36,13683.84
10, Amarillo,60,13683.84,13693.32
10, Amarillo,60,13693.32,13702.8
10, Amarillo,60,13702.8,13712.28
10, Amarillo,60,13712.28,13721.76
10, Amarillo,60,13721.76,13731.24
10, Amarillo,60,13731.24,13740.72
10, Amarillo,60,13740.72,13750.2
10, Amarillo,60,13750.2,13759.68
10, Amarillo,60,13759.68,13769.16
10, Amarillo,60,13769.16,13778.64
10, Amarillo,60,13778.64,13788.12
10, Amarillo,48,13788.12,13797.6
12, Amarillo,40,13797.6,13802.16
12, Amarillo,40,13802.16,13806.72
12, Amarillo,40,13806.72,13811.28
12, Amarillo,40,13811.28,13815.84
12, Amarillo,40,13815.84,13820.4
12, Amarillo,40,13820.4,13824.96
12, Amarillo,40,13824.96,13829.52
12, Amarillo,40,13829.52,13834.08
12, Amarillo,40,13834.08,13838.64
12, Amarillo,40,13838.64,13843.2
12, Amarillo,40,13843.2,13847.76
12, Amarillo,40,13847.76,13852.32
12, Amarillo,40,13852.32,13856.88
12, Amarillo,40,13856.88,13861.44
12, Amarillo,40,13861.44,13866
12, Amarillo,40,13866,13870.56
12, Amarillo,40,13870.56,13875.12
12, Amarillo,40,13875.12,13879.68
12, Amarillo,40,13879.68,13884.24
12, Amarillo,40,13884.24,13888.8
12, Amarillo,40,13888.8,13893.36
12, Amarillo,40,13893.36,13897.92
12, Amarillo,40,13897.92,13902.48
12, Amarillo,40,13902.48,13907.04
12, Amarillo,40,13907.04,13911.6
12, Amarillo,40,13911.6,13916.16
12, Amarillo,40,13916.16,13920.72
12, Amarillo,40,13920.72,13925.28
12, Amarillo,16,13925.28,13929.84
12, Rojo    ,40,13929.84,13934.4
12, Rojo    ,40,13934.4,13938.96
12, Rojo    ,40,13938.96,13943.52
12, Rojo    ,40,13943.52,13948.08
12, Rojo    ,40,13948.08,13952.64
12, Rojo    ,40,13952.64,13957.2
12, Rojo    ,40,13957.2,13961.76
12, Rojo    ,40,13961.76,13966.32
12, Rojo    ,40,13966.32,13970.88
12, Rojo    ,40,13970.88,13975.44
12, Rojo    ,40,13975.44,13980
12, Rojo    ,40,13980,13984.56
12, Rojo    ,16,13984.56,13989.12
12, Azul    ,40,13989.12,13993.68
12, Azul    ,40,13993.68,13998.24
12, Azul    ,40,13998.24,14002.8
12, Azul    ,40,14002.8,14007.36
12, Azul    ,16,14007.36,14011.92
4, Blanco  ,64,14011.92,14023.72
4, Blanco  ,64,14023.72,14035.52
4, Blanco  ,64,14035.52,14047.32
4, Blanco  ,64,14047.32,14059.12
4, Blanco  ,64,14059.12,14070.92
4, Blanco  ,64,14070.92,14082.72
4, Blanco  ,64,14082.72,14094.52
4, Blanco  ,64,14094.52,14106.32
4, Blanco  ,64,14106.32,14118.12
4, Blanco  ,64,14118.12,14129.92
4, Blanco  ,64,14129.92,14141.72
4, Blanco  ,64,14141.72,14153.52
4, Blanco  ,64,14153.52,14165.32
4, Blanco  ,64,14165.32,14177.12
4, Blanco  ,64,14177.12,14188.92
4, Blanco  ,64,14188.92,14200.72
4, Blanco  ,64,14200.72,14212.52
4, Blanco  ,64,14212.52,14224.32
4, Blanco  ,64,14224.32,14236.12
4, Blanco  ,64,14236.12,14247.92
4, Blanco  ,64,14247.92,14259.72
4, Blanco  ,24,14259.72,14271.52
16, Blanco  ,40,14271.52,14278.98
16, Blanco  ,40,14278.98,14286.44
16, Blanco  ,40,14286.44,14293.9
16, Blanco  ,40,14293.9,14301.36
16, Blanco  ,40,14301.36,14308.82
16, Blanco  ,40,14308.82,14316.28
16, Blanco  ,40,14316.28,14323.74
16, Blanco  ,40,14323.74,14331.2
4, Blanco  ,160,14331.2,14345.3
4, Blanco  ,160,14345.3,14359.4
4, Blanco  ,160,14359.4,14373.5
4, Blanco  ,160,14373.5,14387.6
4, Blanco  ,160,14387.6,14401.7
4, Blanco  ,160,14401.7,14415.8
4, Blanco  ,160,14415.8,14429.9
4, Blanco  ,160,14429.9,14444
4, Blanco  ,160,14444,14458.1
4, Blanco  ,160,14458.1,14472.2
4, Blanco  ,160,14472.2,14486.3
4, Blanco  ,160,14486.3,14500.4
4, Blanco  ,160,14500.4,14514.5
4, Blanco  ,160,14514.5,14528.6
4, Blanco  ,160,14528.6,14542.7
4, Blanco  ,160,14542.7,14556.8
4, Blanco  ,160,14556.8,14570.9
4, Blanco  ,160,14570.9,14585
4, Blanco  ,160,14585,14599.1
4, Blanco  ,160,14599.1,14613.2
3, Blanco  ,160,14613.2,14626.3
3, Blanco  ,160,14626.3,14639.4
3, Blanco  ,160,14639.4,14652.5
3, Blanco  ,160,14652.5,14665.6
3, Blanco  ,160,14665.6,14678.7
3, Blanco  ,160,14678.7,14691.8
3, Blanco  ,160,14691.8,14704.9
3, Blanco  ,160,14704.9,14718
3, Blanco  ,160,14718,14731.1
3, Blanco  ,160,14731.1,14744.2
3, Blanco  ,160,14744.2,14757.3
3, Blanco  ,160,14757.3,14770.4
6, Blanco  ,91,14770.4,14782.18
6, Blanco  ,91,14782.18,14793.96
6, Blanco  ,91,14793.96,14805.74
6, Blanco  ,91,14805.74,14817.52
6, Blanco  ,91,14817.52,14829.3
6, Blanco  ,91,14829.3,14841.08
6, Blanco  ,91,14841.08,14852.86
6, Blanco  ,91,14852.86,14864.64
6, Blanco  ,91,14864.64,14876.42
6, Blanco  ,81,14876.42,14888.2
6, Amarillo,91,14888.2,14899.98
6, Amarillo,91,14899.98,14911.76
6, Amarillo,91,14911.76,14923.54
6, Amarillo,91,14923.54,14935.32
6, Amarillo,91,14935.32,14947.1
6, Amarillo,91,14947.1,14958.88
6, Amarillo,91,14958.88,14970.66
6, Amarillo,91,14970.66,14982.44
6, Amarillo,91,14982.44,14994.22
6, Amarillo,91,14994.22,15006
6, Amarillo,91,15006,15017.78
6, Amarillo,91,15017.78,15029.56
6, Amarillo,91,15029.56,15041.34
6, Amarillo,91,15041.34,15053.12
6, Amarillo,91,15053.12,15064.9
6, Amarillo,91,15064.9,15076.68
6, Amarillo,91,15076.68,15088.46
6, Amarillo,91,15088.46,15100.24
6, Amarillo,91,15100.24,15112.02
6, Amarillo,91,15112.02,15123.8
6, Amarillo,91,15123.8,15135.58
6, Amarillo,91,15135.58,15147.36
6, Amarillo,91,15147.36,15159.14
6, Amarillo,91,15159.14,15170.92
6, Amarillo,91,15170.92,15182.7
6, Amarillo,91,15182.7,15194.48
6, Amarillo,91,15194.48,15206.26
6, Amarillo,91,15206.26,15218.04
6, Amarillo,91,15218.04,15229.82
6, Amarillo,91,15229.82,15241.6
6, Amarillo,91,15241.6,15253.38
6, Amarillo,91,15253.38,15265.16
6, Amarillo,91,15265.16,15276.94
6, Amarillo,91,15276.94,15288.72
6, Amarillo,91,15288.72,15300.5
6, Amarillo,91,15300.5,15312.28
6, Amarillo,91,15312.28,15324.06
6, Amarillo,91,15324.06,15335.84
6, Amarillo,91,15335.84,15347.62
6, Amarillo,91,15347.62,15359.4
6, Amarillo,91,15359.4,15371.18
6, Amarillo,91,15371.18,15382.96
6, Amarillo,91,15382.96,15394.74
6, Amarillo,91,15394.74,15406.52
6, Amarillo,91,15406.52,15418.3
6, Amarillo,91,15418.3,15430.08
6, Amarillo,91,15430.08,15441.86
6, Amarillo,91,15441.86,15453.64
6, Amarillo,91,15453.64,15465.42
6, Amarillo,91,15465.42,15477.2
6, Amarillo,91,15477.2,15488.98
6, Amarillo,91,15488.98,15500.76
6, Amarillo,91,15500.76,15512.54
6, Amarillo,91,15512.54,15524.32
6, Amarillo,91,15524.32,15536.1
6, Amarillo,91,15536.1,15547.88
6, Amarillo,91,15547.88,15559.66
6, Amarillo,91,15559.66,15571.44
6, Amarillo,91,15571.44,15583.22
6, Amarillo,91,15583.22,15595
6, Amarillo,91,15595,15606.78
6, Amarillo,91,15606.78,15618.56
6, Amarillo,91,15618.56,15630.34
6, Amarillo,91,15630.34,15642.12
6, Amarillo,91,15642.12,15653.9
6, Amarillo,91,15653.9,15665.68
6, Amarillo,91,15665.68,15677.46
6, Amarillo,91,15677.46,15689.24
6, Amarillo,91,15689.24,15701.02
6, Amarillo,91,15701.02,15712.8
6, Amarillo,91,15712.8,15724.58
6, Amarillo,91,15724.58,15736.36
6, Amarillo,91,15736.36,15748.14
6, Amarillo,91,15748.14,15759.92
6, Amarillo,91,15759.92,15771.7
6, Amarillo,91,15771.7,15783.48
6, Amarillo,91,15783.48,15795.26
6, Amarillo,73,15795.26,15807.04
10, Amarillo,60,15807.04,15816.52
10, Amarillo,60,15816.52,15826
10, Amarillo,60,15826,15835.48
10, Amarillo,60,15835.48,15844.96
10, Amarillo,60,15844.96,15854.44
10, Amarillo,60,15854.44,15863.92
10, Amarillo,60,15863.92,15873.4
10, Amarillo,60,15873.4,15882.88
10, Amarillo,60,15882.88,15892.36
10, Amarillo,60,15892.36,15901.84
10, Amarillo,60,15901.84,15911.32
10, Amarillo,60,15911.32,15920.8
10, Amarillo,60,15920.8,15930.28
10, Amarillo,60,15930.28,15939.76
10, Amarillo,60,15939.76,15949.24
10, Amarillo,60,15949.24,15958.72
10, Amarillo,60,15958.72,15968.2
10, Amarillo,60,15968.2,15977.68
10, Amarillo,60,15977.68,15987.16
10, Amarillo,60,15987.16,15996.64
10, Amarillo,60,15996.64,16006.12
10, Amarillo,60,16006.12,16015.6
10, Amarillo,60,16015.6,16025.08
10, Amarillo,20,16025.08,16034.56
10, Rojo    ,60,16034.56,16044.04
10, Rojo    ,60,16044.04,16053.52
10, Rojo    ,60,16053.52,16063
10, Rojo    ,60,16063,16072.48
10, Rojo    ,60,16072.48,16081.96
10, Rojo    ,60,16081.96,16091.44
10, Rojo    ,60,16091.44,16100.92
10, Rojo    ,60,16100.92,16110.4
10, Rojo    ,60,16110.4,16119.88
10, Rojo    ,60,16119.88,16129.36
10, Rojo    ,60,16129.36,16138.84
10, Rojo    ,60,16138.84,16148.32
10, Rojo    ,60,16148.32,16157.8
10, Rojo    ,20,16157.8,16167.28
10, Azul    ,60,16167.28,16176.76
10, Azul    ,60,16176.76,16186.24
10, Azul    ,60,16186.24,16195.72
10, Azul    ,60,16195.72,16205.2
10, Azul    ,60,16205.2,16214.68
10, Azul    ,60,16214.68,16224.16
10, Azul    ,40,16224.16,16233.64
12, Rojo    ,40,16233.64,16238.2
12, Rojo    ,40,16238.2,16242.76
12, Rojo    ,40,16242.76,16247.32
12, Rojo    ,40,16247.32,16251.88
12, Rojo    ,40,16251.88,16256.44
12, Rojo    ,40,16256.44,16261
12, Rojo    ,40,16261,16265.56
12, Rojo    ,40,16265.56,16270.12
12, Rojo    ,40,16270.12,16274.68
12, Rojo    ,40,16274.68,16279.24
12, Rojo    ,40,16279.24,16283.8
12, Rojo    ,40,16283.8,16288.36
12, Azul    ,40,16288.36,16292.92
12, Azul    ,40,16292.92,16297.48
12, Azul    ,40,16297.48,16302.04
12, Azul    ,40,16302.04,16306.6
12, Azul    ,40,16306.6,16311.16
12, Azul    ,40,16311.16,16315.72
12, Azul    ,40,16315.72,16320.28
12, Azul    ,40,16320.28,16324.84
12, Verde   ,40,16324.84,16329.4
12, Verde   ,40,16329.4,16333.96
12, Verde   ,40,16333.96,16338.52
12, Verde   ,40,16338.52,16343.08
12, Verde   ,40,16343.08,16347.64
12, Verde   ,40,16347.64,16352.2
12, Verde   ,40,16352.2,16356.76
12, Verde   ,40,16356.76,16361.32
12, Verde   ,40,16361.32,16365.88
12, Verde   ,40,16365.88,16370.44
12, Verde   ,40,16370.44,16375
12, Verde   ,40,16375,16379.56
12, Verde   ,16,16379.56,16384.12
4, Blanco  ,64,16384.12,16395.92
4, Blanco  ,64,16395.92,16407.72
4, Blanco  ,64,16407.72,16419.52
4, Blanco  ,64,16419.52,16431.32
4, Blanco  ,64,16431.32,16443.12
4, Blanco  ,64,16443.12,16454.92
4, Blanco  ,64,16454.92,16466.72
4, Blanco  ,64,16466.72,16478.52
4, Blanco  ,64,16478.52,16490.32
4, Blanco  ,64,16490.32,16502.12
4, Blanco  ,64,16502.12,16513.92
4, Blanco  ,64,16513.92,16525.72
4, Blanco  ,64,16525.72,16537.52
4, Blanco  ,64,16537.52,16549.32
4, Blanco  ,64,16549.32,16561.12
4, Blanco  ,64,16561.12,16572.92
4, Blanco  ,64,16572.92,16584.72
4, Blanco  ,64,16584.72,16596.52
4, Blanco  ,64,16596.52,16608.32
4, Blanco  ,64,16608.32,16620.12
4, Blanco  ,64,16620.12,16631.92
4, Blanco  ,64,16631.92,16643.72
4, Blanco  ,64,16643.72,16655.52
4, Blanco  ,64,16655.52,16667.32
4, Blanco  ,64,16667.32,16679.12
4, Blanco  ,64,16679.12,16690.92
4, Blanco  ,64,16690.92,16702.72
4, Blanco  ,64,16702.72,16714.52
4, Blanco  ,64,16714.52,16726.32
4, Blanco  ,64,16726.32,16738.12
4, Blanco  ,64,16738.12,16749.92
4, Blanco  ,64,16749.92,16761.72
4, Blanco  ,64,16761.72,16773.52
4, Blanco  ,64,16773.52,16785.32
4, Blanco  ,64,16785.32,16797.12
4, Blanco  ,64,16797.12,16808.92
4, Blanco  ,64,16808.92,16820.72
4, Blanco  ,64,16820.72,16832.52
4, Blanco  ,64,16832.52,16844.32
4, Blanco  ,64,16844.32,16856.12
4, Blanco  ,64,16856.12,16867.92
4, Blanco  ,64,16867.92,16879.72
4, Blanco  ,32,16879.72,16891.52
4, Amarillo,64,16891.52,16903.32
4, Amarillo,64,16903.32,16915.12
4, Amarillo,64,16915.12,16926.92
4, Amarillo,64,16926.92,16938.72
4, Amarillo,64,16938.72,16950.52
4, Amarillo,64,16950.52,16962.32
4, Amarillo,64,16962.32,16974.12
4, Amarillo,64,16974.12,16985.92
4, Amarillo,64,16985.92,16997.72
4, Amarillo,8,16997.72,17009.52
4, Rojo    ,64,17009.52,17021.32
4, Rojo    ,64,17021.32,17033.12
4, Rojo    ,64,17033.12,17044.92
4, Rojo    ,8,17044.92,17056.72
16, Blanco  ,40,17056.72,17064.18
16, Blanco  ,40,17064.18,17071.64
16, Blanco  ,40,17071.64,17079.1
16, Blanco  ,40,17079.1,17086.56
16, Blanco  ,40,17086.56,17094.02
16, Blanco  ,40,17094.02,17101.48
16, Blanco  ,40,17101.48,17108.94
16, Blanco  ,40,17108.94,17116.4
16, Blanco  ,40,17116.4,17123.86
16, Blanco  ,40,17123.86,17131.32
16, Blanco  ,40,17131.32,17138.78
16, Blanco  ,40,17138.78,17146.24
16, Blanco  ,40,17146.24,17153.7
16, Blanco  ,40,17153.7,17161.16
16, Blanco  ,40,17161.16,17168.62
16, Blanco  ,40,17168.62,17176.08
7, Blanco  ,60,17176.08,17183.75
7, Blanco  ,60,17183.75,17191.42
7, Blanco  ,60,17191.42,17199.09
7, Blanco  ,60,17199.09,17206.76
7, Blanco  ,60,17206.76,17214.43
7, Blanco  ,60,17214.43,17222.1
7, Blanco  ,40,17222.1,17229.77
18, Blanco  ,40,17229.77,17235.32
18, Blanco  ,40,17235.32,17240.87
18, Blanco  ,40,17240.87,17246.42
18, Blanco  ,40,17246.42,17251.97
18, Blanco  ,40,17251.97,17257.52
18, Blanco  ,40,17257.52,17263.07
18, Blanco  ,40,17263.07,17268.62
18, Blanco  ,40,17268.62,17274.17
18, Blanco  ,40,17274.17,17279.72
18, Blanco  ,40,17279.72,17285.27
18, Blanco  ,40,17285.27,17290.82
18, Blanco  ,40,17290.82,17296.37
18, Blanco  ,40,17296.37,17301.92
18, Blanco  ,8,17301.92,17307.47
3, Blanco  ,160,17307.47,17320.57
3, Blanco  ,160,17320.57,17333.67
3, Blanco  ,160,17333.67,17346.77
3, Blanco  ,160,17346.77,17359.87
3, Blanco  ,160,17359.87,17372.97
3, Blanco  ,160,17372.97,17386.07
3, Blanco  ,160,17386.07,17399.17
3, Blanco  ,160,17399.17,17412.27
3, Blanco  ,160,17412.27,17425.37
3, Blanco  ,160,17425.37,17438.47
3, Blanco  ,160,17438.47,17451.57
3, Blanco  ,160,17451.57,17464.67
3, Blanco  ,160,17464.67,17477.77
3, Blanco  ,160,17477.77,17490.87
3, Blanco  ,160,17490.87,17503.97
3, Blanco  ,160,17503.97,17517.07
3, Blanco  ,160,17517.07,17530.17
3, Blanco  ,160,17530.17,17543.27
3, Blanco  ,160,17543.27,17556.37
3, Blanco  ,160,17556.37,17569.47
3, Blanco  ,160,17569.47,17582.57
3, Blanco  ,160,17582.57,17595.67
3, Blanco  ,160,17595.67,17608.77
3, Blanco  ,160,17608.77,17621.87
3, Blanco  ,160,17621.87,17634.97
3, Blanco  ,160,17634.97,17648.07
3, Blanco  ,160,17648.07,17661.17
3, Blanco  ,160,17661.17,17674.27
3, Blanco  ,160,17674.27,17687.37
3, Blanco  ,160,17687.37,17700.47
3, Blanco  ,160,17700.47,17713.57
3, Blanco  ,160,17713.57,17726.67
3, Blanco  ,160,17726.67,17739.77
3, Blanco  ,160,17739.77,17752.87
3, Blanco  ,160,17752.87,17765.97
3, Blanco  ,160,17765.97,17779.07
6, Amarillo,91,17779.07,17790.85
6, Amarillo,91,17790.85,17802.63
6, Amarillo,91,17802.63,17814.41
6, Amarillo,91,17814.41,17826.19
6, Amarillo,91,17826.19,17837.97
6, Amarillo,91,17837.97,17849.75
6, Amarillo,91,17849.75,17861.53
6, Amarillo,91,17861.53,17873.31
6, Amarillo,91,17873.31,17885.09
6, Amarillo,91,17885.09,17896.87
6, Amarillo,91,17896.87,17908.65
6, Amarillo,91,17908.65,17920.43
6, Amarillo,91,17920.43,17932.21
6, Amarillo,91,17932.21,17943.99
6, Amarillo,91,17943.99,17955.77
6, Amarillo,91,17955.77,17967.55
6, Amarillo,91,17967.55,17979.33
6, Amarillo,91,17979.33,17991.11
6, Amarillo,91,17991.11,18002.89
6, Amarillo,91,18002.89,18014.67
6, Amarillo,91,18014.67,18026.45
6, Amarillo,91,18026.45,18038.23
6, Amarillo,91,18038.23,18050.01
6, Amarillo,91,18050.01,18061.79
6, Amarillo,91,18061.79,18073.57
6, Amarillo,91,18073.57,18085.35
6, Amarillo,91,18085.35,18097.13
6, Amarillo,91,18097.13,18108.91
6, Amarillo,91,18108.91,18120.69
6, Amarillo,91,18120.69,18132.47
6, Amarillo,91,18132.47,18144.25
6, Amarillo,91,18144.25,18156.03
6, Amarillo,91,18156.03,18167.81
6, Amarillo,91,18167.81,18179.59
6, Amarillo,91,18179.59,18191.37
6, Amarillo,91,18191.37,18203.15
6, Amarillo,91,18203.15,18214.93
6, Amarillo,91,18214.93,18226.71
6, Amarillo,91,18226.71,18238.49
6, Amarillo,91,18238.49,18250.27
6, Amarillo,91,18250.27,18262.05
6, Amarillo,91,18262.05,18273.83
6, Amarillo,91,18273.83,18285.61
6, Amarillo,91,18285.61,18297.39
6, Amarillo,91,18297.39,18309.17
6, Amarillo,91,18309.17,18320.95
6, Amarillo,91,18320.95,18332.73
6, Amarillo,91,18332.73,18344.51
6, Amarillo,91,18344.51,18356.29
6, Amarillo,91,18356.29,18368.07
6, Amarillo,91,18368.07,18379.85
6, Amarillo,91,18379.85,18391.63
6, Amarillo,91,18391.63,18403.41
6, Amarillo,91,18403.41,18415.19
6, Amarillo,91,18415.19,18426.97
6, Amarillo,91,18426.97,18438.75
6, Amarillo,91,18438.75,18450.53
6, Amarillo,91,18450.53,18462.31
6, Amarillo,91,18462.31,18474.09
6, Amarillo,91,18474.09,18485.87
6, Amarillo,91,18485.87,18497.65
6, Amarillo,91,18497.65,18509.43
6, Amarillo,91,18509.43,18521.21
6, Amarillo,91,18521.21,18532.99
6, Amarillo,91,18532.99,18544.77
6, Amarillo,91,18544.77,18556.55
6, Amarillo,91,18556.55,18568.33
6, Amarillo,91,18568.33,18580.11
6, Amarillo,91,18580.11,18591.89
6, Amarillo,91,18591.89,18603.67
6, Amarillo,91,18603.67,18615.45
6, Amarillo,91,18615.45,18627.23
6, Amarillo,91,18627.23,18639.01
6, Amarillo,91,18639.01,18650.79
6, Amarillo,91,18650.79,18662.57
6, Amarillo,91,18662.57,18674.35
6, Amarillo,91,18674.35,18686.13
6, Amarillo,91,18686.13,18697.91
6, Amarillo,91,18697.91,18709.69
6, Amarillo,91,18709.69,18721.47
6, Amarillo,91,18721.47,18733.25
6, Amarillo,91,18733.25,18745.03
6, Amarillo,91,18745.03,18756.81
6, Amarillo,91,18756.81,18768.59
6, Amarillo,91,18768.59,18780.37
6, Amarillo,5,18780.37,18792.15
6, Rojo    ,91,18792.15,18803.93
6, Rojo    ,91,18803.93,18815.71
6, Rojo    ,58,18815.71,18827.49
10, Verde   ,60,18827.49,18836.97
10, Verde   ,60,18836.97,18846.45
10, Verde   ,60,18846.45,18855.93
10, Verde   ,60,18855.93,18865.41
10, Verde   ,60,18865.41,18874.89
10, Verde   ,60,18874.89,18884.37
10, Verde   ,40,18884.37,18893.85
4, Blanco  ,64,18893.85,18905.65
4, Blanco  ,64,18905.65,18917.45
4, Blanco  ,64,18917.45,18929.25
4, Blanco  ,64,18929.25,18941.05
4, Blanco  ,64,18941.05,18952.85
4, Blanco  ,64,18952.85,18964.65
4, Blanco  ,64,18964.65,18976.45
4, Blanco  ,64,18976.45,18988.25
4, Blanco  ,64,18988.25,19000.05
4, Blanco  ,64,19000.05,19011.85
4, Blanco  ,64,19011.85,19023.65
4, Blanco  ,64,19023.65,19035.45
4, Blanco  ,64,19035.45,19047.25
4, Blanco  ,64,19047.25,19059.05
4, Blanco  ,64,19059.05,19070.85
4, Blanco  ,64,19070.85,19082.65
4, Blanco  ,64,19082.65,19094.45
4, Blanco  ,64,19094.45,19106.25
4, Blanco  ,64,19106.25,19118.05
4, Blanco  ,64,19118.05,19129.85
4, Blanco  ,64,19129.85,19141.65
4, Blanco  ,64,19141.65,19153.45
4, Blanco  ,64,19153.45,19165.25
4, Blanco  ,64,19165.25,19177.05
4, Blanco  ,64,19177.05,19188.85
4, Blanco  ,64,19188.85,19200.65
4, Blanco  ,64,19200.65,19212.45
4, Blanco  ,64,19212.45,19224.25
4, Blanco  ,64,19224.25,19236.05
4, Blanco  ,64,19236.05,19247.85
4, Blanco  ,64,19247.85,19259.65
4, Blanco  ,64,19259.65,19271.45
4, Blanco  ,64,19271.45,19283.25
4, Blanco  ,64,19283.25,19295.05
4, Blanco  ,64,19295.05,19306.85
4, Blanco  ,64,19306.85,19318.65
4, Blanco  ,64,19318.65,19330.45
4, Blanco  ,64,19330.45,19342.25
4, Blanco  ,64,19342.25,19354.05
4, Blanco  ,64,19354.05,19365.85
4, Blanco  ,64,19365.85,19377.65
4, Blanco  ,64,19377.65,19389.45
4, Blanco  ,64,19389.45,19401.25
4, Blanco  ,64,19401.25,19413.05
4, Blanco  ,64,19413.05,19424.85
4, Blanco  ,64,19424.85,19436.65
4, Blanco  ,64,19436.65,19448.45
4, Blanco  ,64,19448.45,19460.25
4, Blanco  ,64,19460.25,19472.05
4, Blanco  ,64,19472.05,19483.85
4, Blanco  ,64,19483.85,19495.65
4, Blanco  ,64,19495.65,19507.45
4, Blanco  ,64,19507.45,19519.25
4, Blanco  ,64,19519.25,19531.05
4, Blanco  ,64,19531.05,19542.85
4, Blanco  ,64,19542.85,19554.65
4, Blanco  ,64,19554.65,19566.45
4, Blanco  ,64,19566.45,19578.25
4, Blanco  ,64,19578.25,19590.05
4, Blanco  ,24,19590.05,19601.85
4, Amarillo,64,19601.85,19613.65
4, Amarillo,64,19613.65,19625.45
4, Amarillo,64,19625.45,19637.25
4, Amarillo,64,19637.25,19649.05
4, Amarillo,64,19649.05,19660.85
4, Amarillo,64,19660.85,19672.65
4, Amarillo,64,19672.65,19684.45
4, Amarillo,64,19684.45,19696.25
4, Amarillo,64,19696.25,19708.05
4, Amarillo,64,19708.05,19719.85
4, Amarillo,64,19719.85,19731.65
4, Amarillo,64,19731.65,19743.45
4, Amarillo,64,19743.45,19755.25
4, Amarillo,64,19755.25,19767.05
4, Amarillo,64,19767.05,19778.85
4, Amarillo,24,19778.85,19790.65
4, Rojo    ,64,19790.65,19802.45
4, Rojo    ,64,19802.45,19814.25
4, Rojo    ,64,19814.25,19826.05
4, Rojo    ,64,19826.05,19837.85
4, Rojo    ,64,19837.85,19849.65
4, Rojo    ,64,19849.65,19861.45
16, Blanco  ,40,19861.45,19868.91
16, Blanco  ,40,19868.91,19876.37
16, Blanco  ,40,19876.37,19883.83
16, Blanco  ,40,19883.83,19891.29
16, Blanco  ,40,19891.29,19898.75
16, Blanco  ,40,19898.75,19906.21
16, Blanco  ,40,19906.21,19913.67
16, Blanco  ,40,19913.67,19921.13
16, Blanco  ,40,19921.13,19928.59
16, Blanco  ,40,19928.59,19936.05
16, Blanco  ,40,19936.05,19943.51
16, Blanco  ,40,19943.51,19950.97
16, Blanco  ,40,19950.97,19958.43
16, Blanco  ,40,19958.43,19965.89
16, Blanco  ,40,19965.89,19973.35
16, Blanco  ,40,19973.35,19980.81
16, Blanco  ,40,19980.81,19988.27
16, Blanco  ,40,19988.27,19995.73
16, Blanco  ,40,19995.73,20003.19
16, Blanco  ,40,20003.19,20010.65
16, Blanco  ,40,20010.65,20018.11
16, Blanco  ,40,20018.11,20025.57
16, Blanco  ,40,20025.57,20033.03
16, Blanco  ,40,20033.03,20040.49
16, Blanco  ,40,20040.49,20047.95
16, Blanco  ,40,20047.95,20055.41
16, Blanco  ,40,20055.41,20062.87
