Referencia, Color, Cantidad, TInicial, TFinal 
6, Blanco  ,91,6648.6,6660.38
6, Blanco  ,91,6660.38,6672.16
6, Blanco  ,91,6672.16,6683.94
6, Blanco  ,91,6683.94,6695.72
6, Blanco  ,91,6695.72,6707.5
6, Blanco  ,91,6707.5,6719.28
6, Blanco  ,91,6719.28,6731.06
6, Blanco  ,91,6731.06,6742.84
6, Blanco  ,91,6742.84,6754.62
6, Blanco  ,91,6754.62,6766.4
6, Blanco  ,91,6766.4,6778.18
6, Blanco  ,91,6778.18,6789.96
6, Blanco  ,91,6789.96,6801.74
6, Blanco  ,91,6801.74,6813.52
6, Blanco  ,91,6813.52,6825.3
6, Blanco  ,91,6825.3,6837.08
6, Blanco  ,91,6837.08,6848.86
6, Blanco  ,91,6848.86,6860.64
6, Blanco  ,91,6860.64,6872.42
6, Blanco  ,91,6872.42,6884.2
6, Blanco  ,91,6884.2,6895.98
6, Blanco  ,91,6895.98,6907.76
6, Blanco  ,91,6907.76,6919.54
6, Blanco  ,91,6919.54,6931.32
6, Blanco  ,91,6931.32,6943.1
6, Blanco  ,91,6943.1,6954.88
6, Blanco  ,91,6954.88,6966.66
6, Blanco  ,91,6966.66,6978.44
6, Blanco  ,91,6978.44,6990.22
6, Blanco  ,91,6990.22,7002
6, Blanco  ,91,7002,7013.78
6, Blanco  ,91,7013.78,7025.56
6, Blanco  ,91,7025.56,7037.34
6, Blanco  ,91,7037.34,7049.12
6, Blanco  ,91,7049.12,7060.9
6, Blanco  ,63,7060.9,7072.68
8, Blanco  ,60,7072.68,7081.36
8, Blanco  ,60,7081.36,7090.04
8, Blanco  ,60,7090.04,7098.72
8, Blanco  ,60,7098.72,7107.4
8, Blanco  ,60,7107.4,7116.08
8, Blanco  ,60,7116.08,7124.76
8, Blanco  ,60,7124.76,7133.44
8, Blanco  ,60,7133.44,7142.12
8, Blanco  ,60,7142.12,7150.8
8, Blanco  ,60,7150.8,7159.48
8, Amarillo,60,7159.48,7168.16
8, Amarillo,60,7168.16,7176.84
8, Amarillo,60,7176.84,7185.52
8, Amarillo,60,7185.52,7194.2
8, Amarillo,60,7194.2,7202.88
8, Amarillo,60,7202.88,7211.56
8, Amarillo,60,7211.56,7220.24
8, Amarillo,60,7220.24,7228.92
8, Amarillo,60,7228.92,7237.6
8, Amarillo,60,7237.6,7246.28
8, Amarillo,60,7246.28,7254.96
8, Amarillo,60,7254.96,7263.64
8, Amarillo,60,7263.64,7272.32
8, Amarillo,60,7272.32,7281
8, Amarillo,60,7281,7289.68
8, Amarillo,60,7289.68,7298.36
8, Amarillo,60,7298.36,7307.04
8, Amarillo,60,7307.04,7315.72
8, Amarillo,60,7315.72,7324.4
8, Amarillo,60,7324.4,7333.08
8, Amarillo,60,7333.08,7341.76
8, Amarillo,60,7341.76,7350.44
8, Amarillo,60,7350.44,7359.12
8, Amarillo,60,7359.12,7367.8
8, Amarillo,60,7367.8,7376.48
8, Amarillo,60,7376.48,7385.16
8, Amarillo,60,7385.16,7393.84
8, Amarillo,60,7393.84,7402.52
8, Amarillo,60,7402.52,7411.2
8, Amarillo,60,7411.2,7419.88
8, Amarillo,60,7419.88,7428.56
8, Amarillo,60,7428.56,7437.24
8, Amarillo,60,7437.24,7445.92
8, Amarillo,60,7445.92,7454.6
8, Amarillo,60,7454.6,7463.28
8, Amarillo,60,7463.28,7471.96
8, Amarillo,60,7471.96,7480.64
8, Amarillo,60,7480.64,7489.32
8, Amarillo,60,7489.32,7498
8, Amarillo,60,7498,7506.68
8, Amarillo,60,7506.68,7515.36
8, Amarillo,60,7515.36,7524.04
8, Amarillo,60,7524.04,7532.72
8, Amarillo,60,7532.72,7541.4
8, Amarillo,60,7541.4,7550.08
8, Amarillo,60,7550.08,7558.76
8, Amarillo,60,7558.76,7567.44
8, Amarillo,60,7567.44,7576.12
8, Amarillo,60,7576.12,7584.8
8, Amarillo,60,7584.8,7593.48
8, Amarillo,60,7593.48,7602.16
8, Amarillo,60,7602.16,7610.84
8, Amarillo,60,7610.84,7619.52
8, Amarillo,60,7619.52,7628.2
8, Amarillo,60,7628.2,7636.88
8, Amarillo,60,7636.88,7645.56
8, Amarillo,60,7645.56,7654.24
8, Amarillo,60,7654.24,7662.92
8, Amarillo,60,7662.92,7671.6
8, Amarillo,60,7671.6,7680.28
8, Amarillo,60,7680.28,7688.96
8, Amarillo,60,7688.96,7697.64
8, Amarillo,60,7697.64,7706.32
8, Amarillo,60,7706.32,7715
8, Amarillo,60,7715,7723.68
8, Amarillo,60,7723.68,7732.36
8, Amarillo,60,7732.36,7741.04
8, Amarillo,60,7741.04,7749.72
8, Amarillo,60,7749.72,7758.4
8, Amarillo,60,7758.4,7767.08
8, Amarillo,60,7767.08,7775.76
8, Amarillo,60,7775.76,7784.44
8, Amarillo,60,7784.44,7793.12
8, Amarillo,60,7793.12,7801.8
8, Amarillo,60,7801.8,7810.48
8, Amarillo,36,7810.48,7819.16
8, Rojo    ,60,7819.16,7827.84
8, Rojo    ,60,7827.84,7836.52
8, Rojo    ,60,7836.52,7845.2
8, Rojo    ,60,7845.2,7853.88
8, Rojo    ,60,7853.88,7862.56
8, Rojo    ,60,7862.56,7871.24
8, Rojo    ,60,7871.24,7879.92
8, Rojo    ,60,7879.92,7888.6
8, Rojo    ,60,7888.6,7897.28
8, Rojo    ,44,7897.28,7905.96
10, Blanco  ,60,7905.96,7915.44
10, Blanco  ,60,7915.44,7924.92
10, Blanco  ,60,7924.92,7934.4
10, Blanco  ,20,7934.4,7943.88
12, Blanco  ,40,7943.88,7948.44
12, Blanco  ,40,7948.44,7953
12, Blanco  ,40,7953,7957.56
12, Blanco  ,40,7957.56,7962.12
12, Blanco  ,40,7962.12,7966.68
12, Blanco  ,40,7966.68,7971.24
12, Blanco  ,40,7971.24,7975.8
12, Blanco  ,40,7975.8,7980.36
12, Blanco  ,40,7980.36,7984.92
12, Blanco  ,40,7984.92,7989.48
12, Blanco  ,40,7989.48,7994.04
12, Blanco  ,40,7994.04,7998.6
12, Blanco  ,40,7998.6,8003.16
12, Blanco  ,40,8003.16,8007.72
12, Blanco  ,40,8007.72,8012.28
12, Blanco  ,40,8012.28,8016.84
12, Blanco  ,40,8016.84,8021.4
12, Blanco  ,40,8021.4,8025.96
12, Blanco  ,40,8025.96,8030.52
12, Blanco  ,40,8030.52,8035.08
12, Blanco  ,40,8035.08,8039.64
12, Blanco  ,40,8039.64,8044.2
12, Blanco  ,40,8044.2,8048.76
12, Blanco  ,40,8048.76,8053.32
12, Blanco  ,40,8053.32,8057.88
12, Blanco  ,40,8057.88,8062.44
12, Blanco  ,40,8062.44,8067
12, Blanco  ,40,8067,8071.56
12, Blanco  ,40,8071.56,8076.12
12, Blanco  ,40,8076.12,8080.68
12, Blanco  ,40,8080.68,8085.24
12, Blanco  ,40,8085.24,8089.8
12, Blanco  ,40,8089.8,8094.36
12, Blanco  ,40,8094.36,8098.92
12, Blanco  ,40,8098.92,8103.48
12, Blanco  ,40,8103.48,8108.04
12, Blanco  ,40,8108.04,8112.6
12, Blanco  ,40,8112.6,8117.16
12, Blanco  ,40,8117.16,8121.72
12, Blanco  ,40,8121.72,8126.28
12, Blanco  ,40,8126.28,8130.84
12, Blanco  ,40,8130.84,8135.4
12, Blanco  ,40,8135.4,8139.96
12, Blanco  ,40,8139.96,8144.52
12, Blanco  ,40,8144.52,8149.08
12, Blanco  ,40,8149.08,8153.64
12, Blanco  ,40,8153.64,8158.2
12, Blanco  ,40,8158.2,8162.76
12, Blanco  ,40,8162.76,8167.32
12, Blanco  ,40,8167.32,8171.88
12, Blanco  ,40,8171.88,8176.44
12, Blanco  ,40,8176.44,8181
12, Blanco  ,40,8181,8185.56
12, Blanco  ,40,8185.56,8190.12
12, Blanco  ,40,8190.12,8194.68
12, Blanco  ,40,8194.68,8199.24
12, Blanco  ,40,8199.24,8203.8
12, Blanco  ,40,8203.8,8208.36
12, Blanco  ,40,8208.36,8212.92
12, Blanco  ,40,8212.92,8217.48
12, Blanco  ,40,8217.48,8222.04
12, Blanco  ,40,8222.04,8226.6
12, Blanco  ,40,8226.6,8231.16
12, Blanco  ,40,8231.16,8235.72
12, Blanco  ,40,8235.72,8240.28
12, Blanco  ,24,8240.28,8244.84
4, Blanco  ,64,8244.84,8256.64
4, Blanco  ,64,8256.64,8268.44
4, Blanco  ,64,8268.44,8280.24
4, Blanco  ,64,8280.24,8292.04
4, Blanco  ,64,8292.04,8303.84
4, Blanco  ,64,8303.84,8315.64
4, Blanco  ,64,8315.64,8327.44
4, Blanco  ,64,8327.44,8339.24
4, Blanco  ,64,8339.24,8351.04
4, Blanco  ,64,8351.04,8362.84
4, Blanco  ,64,8362.84,8374.64
4, Blanco  ,64,8374.64,8386.44
4, Blanco  ,64,8386.44,8398.24
4, Blanco  ,64,8398.24,8410.04
4, Blanco  ,64,8410.04,8421.84
4, Blanco  ,64,8421.84,8433.64
4, Blanco  ,64,8433.64,8445.44
4, Blanco  ,64,8445.44,8457.24
4, Blanco  ,64,8457.24,8469.04
4, Blanco  ,64,8469.04,8480.84
4, Blanco  ,64,8480.84,8492.64
4, Blanco  ,64,8492.64,8504.44
4, Blanco  ,64,8504.44,8516.24
4, Blanco  ,64,8516.24,8528.04
4, Blanco  ,64,8528.04,8539.84
4, Blanco  ,64,8539.84,8551.64
4, Blanco  ,64,8551.64,8563.44
4, Blanco  ,64,8563.44,8575.24
4, Blanco  ,64,8575.24,8587.04
4, Blanco  ,64,8587.04,8598.84
4, Blanco  ,64,8598.84,8610.64
4, Blanco  ,64,8610.64,8622.44
4, Blanco  ,64,8622.44,8634.24
4, Blanco  ,64,8634.24,8646.04
4, Blanco  ,64,8646.04,8657.84
4, Blanco  ,64,8657.84,8669.64
4, Blanco  ,64,8669.64,8681.44
4, Blanco  ,64,8681.44,8693.24
4, Blanco  ,64,8693.24,8705.04
4, Blanco  ,64,8705.04,8716.84
4, Blanco  ,64,8716.84,8728.64
4, Blanco  ,64,8728.64,8740.44
4, Blanco  ,64,8740.44,8752.24
4, Blanco  ,64,8752.24,8764.04
4, Blanco  ,64,8764.04,8775.84
4, Blanco  ,64,8775.84,8787.64
4, Blanco  ,64,8787.64,8799.44
4, Blanco  ,64,8799.44,8811.24
4, Blanco  ,64,8811.24,8823.04
4, Blanco  ,64,8823.04,8834.84
4, Blanco  ,64,8834.84,8846.64
4, Blanco  ,64,8846.64,8858.44
4, Blanco  ,64,8858.44,8870.24
4, Blanco  ,64,8870.24,8882.04
4, Blanco  ,64,8882.04,8893.84
4, Amarillo,64,8893.84,8905.64
4, Amarillo,64,8905.64,8917.44
4, Amarillo,64,8917.44,8929.24
4, Amarillo,64,8929.24,8941.04
4, Amarillo,64,8941.04,8952.84
4, Amarillo,64,8952.84,8964.64
4, Amarillo,64,8964.64,8976.44
4, Amarillo,64,8976.44,8988.24
4, Amarillo,64,8988.24,9000.04
4, Amarillo,64,9000.04,9011.84
4, Amarillo,64,9011.84,9023.64
4, Amarillo,64,9023.64,9035.44
4, Amarillo,64,9035.44,9047.24
4, Amarillo,64,9047.24,9059.04
4, Amarillo,64,9059.04,9070.84
4, Blanco  ,160,9070.84,9084.94
4, Blanco  ,160,9084.94,9099.04
4, Blanco  ,160,9099.04,9113.14
4, Blanco  ,160,9113.14,9127.24
22, Blanco  ,24,9127.24,9131.98
22, Blanco  ,24,9131.98,9136.72
22, Blanco  ,24,9136.72,9141.46
22, Blanco  ,24,9141.46,9146.2
22, Blanco  ,24,9146.2,9150.94
22, Blanco  ,24,9150.94,9155.68
22, Blanco  ,24,9155.68,9160.42
22, Blanco  ,24,9160.42,9165.16
22, Blanco  ,12,9165.16,9169.9
6, Blanco  ,91,9169.9,9181.68
6, Blanco  ,91,9181.68,9193.46
6, Blanco  ,91,9193.46,9205.24
6, Blanco  ,91,9205.24,9217.02
6, Blanco  ,91,9217.02,9228.8
6, Blanco  ,91,9228.8,9240.58
6, Blanco  ,91,9240.58,9252.36
6, Blanco  ,91,9252.36,9264.14
6, Blanco  ,91,9264.14,9275.92
6, Blanco  ,91,9275.92,9287.7
6, Blanco  ,91,9287.7,9299.48
6, Blanco  ,91,9299.48,9311.26
6, Blanco  ,91,9311.26,9323.04
6, Blanco  ,91,9323.04,9334.82
6, Blanco  ,91,9334.82,9346.6
6, Blanco  ,91,9346.6,9358.38
6, Blanco  ,91,9358.38,9370.16
6, Blanco  ,91,9370.16,9381.94
6, Blanco  ,91,9381.94,9393.72
6, Blanco  ,91,9393.72,9405.5
6, Blanco  ,91,9405.5,9417.28
6, Blanco  ,91,9417.28,9429.06
6, Blanco  ,91,9429.06,9440.84
6, Blanco  ,91,9440.84,9452.62
6, Blanco  ,91,9452.62,9464.4
6, Blanco  ,91,9464.4,9476.18
6, Blanco  ,91,9476.18,9487.96
6, Blanco  ,91,9487.96,9499.74
6, Blanco  ,91,9499.74,9511.52
6, Blanco  ,91,9511.52,9523.3
6, Blanco  ,91,9523.3,9535.08
6, Blanco  ,91,9535.08,9546.86
6, Blanco  ,91,9546.86,9558.64
6, Blanco  ,91,9558.64,9570.42
6, Blanco  ,91,9570.42,9582.2
6, Blanco  ,91,9582.2,9593.98
6, Blanco  ,91,9593.98,9605.76
6, Blanco  ,91,9605.76,9617.54
6, Blanco  ,91,9617.54,9629.32
6, Blanco  ,91,9629.32,9641.1
6, Blanco  ,91,9641.1,9652.88
6, Blanco  ,91,9652.88,9664.66
6, Blanco  ,91,9664.66,9676.44
6, Blanco  ,91,9676.44,9688.22
6, Blanco  ,91,9688.22,9700
6, Blanco  ,91,9700,9711.78
6, Blanco  ,91,9711.78,9723.56
6, Blanco  ,91,9723.56,9735.34
6, Blanco  ,91,9735.34,9747.12
6, Blanco  ,91,9747.12,9758.9
6, Blanco  ,91,9758.9,9770.68
6, Blanco  ,91,9770.68,9782.46
6, Blanco  ,91,9782.46,9794.24
6, Blanco  ,91,9794.24,9806.02
6, Blanco  ,91,9806.02,9817.8
6, Blanco  ,91,9817.8,9829.58
6, Blanco  ,91,9829.58,9841.36
6, Blanco  ,91,9841.36,9853.14
6, Blanco  ,91,9853.14,9864.92
6, Blanco  ,91,9864.92,9876.7
6, Blanco  ,91,9876.7,9888.48
6, Blanco  ,91,9888.48,9900.26
6, Blanco  ,91,9900.26,9912.04
6, Blanco  ,91,9912.04,9923.82
6, Blanco  ,91,9923.82,9935.6
6, Blanco  ,91,9935.6,9947.38
6, Blanco  ,91,9947.38,9959.16
6, Blanco  ,91,9959.16,9970.94
6, Blanco  ,91,9970.94,9982.72
6, Blanco  ,91,9982.72,9994.5
6, Blanco  ,91,9994.5,10006.28
6, Blanco  ,91,10006.28,10018.06
6, Blanco  ,91,10018.06,10029.84
6, Blanco  ,91,10029.84,10041.62
6, Blanco  ,91,10041.62,10053.4
6, Blanco  ,91,10053.4,10065.18
6, Blanco  ,91,10065.18,10076.96
6, Blanco  ,91,10076.96,10088.74
6, Blanco  ,91,10088.74,10100.52
6, Blanco  ,91,10100.52,10112.3
6, Blanco  ,91,10112.3,10124.08
6, Blanco  ,91,10124.08,10135.86
6, Blanco  ,91,10135.86,10147.64
6, Blanco  ,91,10147.64,10159.42
6, Blanco  ,91,10159.42,10171.2
6, Blanco  ,91,10171.2,10182.98
6, Blanco  ,91,10182.98,10194.76
6, Blanco  ,63,10194.76,10206.54
8, Rojo    ,60,10206.54,10215.22
8, Rojo    ,60,10215.22,10223.9
8, Rojo    ,60,10223.9,10232.58
8, Rojo    ,60,10232.58,10241.26
8, Rojo    ,60,10241.26,10249.94
8, Rojo    ,60,10249.94,10258.62
8, Rojo    ,60,10258.62,10267.3
8, Rojo    ,60,10267.3,10275.98
8, Rojo    ,60,10275.98,10284.66
8, Rojo    ,60,10284.66,10293.34
8, Rojo    ,60,10293.34,10302.02
8, Rojo    ,60,10302.02,10310.7
8, Rojo    ,60,10310.7,10319.38
8, Rojo    ,60,10319.38,10328.06
8, Rojo    ,60,10328.06,10336.74
8, Rojo    ,60,10336.74,10345.42
8, Rojo    ,60,10345.42,10354.1
8, Rojo    ,60,10354.1,10362.78
8, Rojo    ,60,10362.78,10371.46
8, Rojo    ,60,10371.46,10380.14
8, Rojo    ,60,10380.14,10388.82
8, Rojo    ,60,10388.82,10397.5
8, Rojo    ,60,10397.5,10406.18
8, Rojo    ,60,10406.18,10414.86
8, Rojo    ,60,10414.86,10423.54
8, Rojo    ,60,10423.54,10432.22
8, Rojo    ,24,10432.22,10440.9
8, Azul    ,60,10440.9,10449.58
8, Azul    ,60,10449.58,10458.26
8, Azul    ,60,10458.26,10466.94
8, Azul    ,60,10466.94,10475.62
8, Azul    ,60,10475.62,10484.3
8, Azul    ,60,10484.3,10492.98
8, Azul    ,60,10492.98,10501.66
8, Azul    ,60,10501.66,10510.34
8, Azul    ,60,10510.34,10519.02
8, Azul    ,60,10519.02,10527.7
8, Azul    ,60,10527.7,10536.38
8, Azul    ,60,10536.38,10545.06
8, Azul    ,60,10545.06,10553.74
8, Azul    ,20,10553.74,10562.42
8, Verde   ,60,10562.42,10571.1
8, Verde   ,60,10571.1,10579.78
8, Verde   ,60,10579.78,10588.46
8, Verde   ,60,10588.46,10597.14
8, Verde   ,60,10597.14,10605.82
8, Verde   ,60,10605.82,10614.5
8, Verde   ,60,10614.5,10623.18
8, Verde   ,60,10623.18,10631.86
8, Verde   ,60,10631.86,10640.54
8, Verde   ,60,10640.54,10649.22
8, Verde   ,60,10649.22,10657.9
8, Verde   ,60,10657.9,10666.58
8, Verde   ,60,10666.58,10675.26
8, Verde   ,20,10675.26,10683.94
10, Blanco  ,60,10683.94,10693.42
10, Blanco  ,60,10693.42,10702.9
10, Blanco  ,60,10702.9,10712.38
10, Blanco  ,60,10712.38,10721.86
10, Blanco  ,60,10721.86,10731.34
10, Blanco  ,60,10731.34,10740.82
10, Blanco  ,60,10740.82,10750.3
10, Blanco  ,60,10750.3,10759.78
10, Blanco  ,60,10759.78,10769.26
10, Blanco  ,60,10769.26,10778.74
10, Blanco  ,60,10778.74,10788.22
10, Blanco  ,60,10788.22,10797.7
10, Blanco  ,60,10797.7,10807.18
10, Blanco  ,60,10807.18,10816.66
10, Blanco  ,60,10816.66,10826.14
10, Blanco  ,60,10826.14,10835.62
10, Blanco  ,60,10835.62,10845.1
10, Blanco  ,60,10845.1,10854.58
10, Blanco  ,60,10854.58,10864.06
10, Blanco  ,60,10864.06,10873.54
10, Blanco  ,60,10873.54,10883.02
10, Blanco  ,60,10883.02,10892.5
10, Blanco  ,60,10892.5,10901.98
10, Blanco  ,60,10901.98,10911.46
10, Blanco  ,60,10911.46,10920.94
10, Blanco  ,60,10920.94,10930.42
10, Blanco  ,60,10930.42,10939.9
10, Blanco  ,60,10939.9,10949.38
10, Blanco  ,60,10949.38,10958.86
10, Blanco  ,60,10958.86,10968.34
10, Blanco  ,60,10968.34,10977.82
10, Blanco  ,60,10977.82,10987.3
10, Blanco  ,60,10987.3,10996.78
10, Blanco  ,60,10996.78,11006.26
10, Blanco  ,60,11006.26,11015.74
10, Blanco  ,60,11015.74,11025.22
10, Blanco  ,60,11025.22,11034.7
10, Blanco  ,60,11034.7,11044.18
10, Blanco  ,60,11044.18,11053.66
10, Blanco  ,60,11053.66,11063.14
10, Blanco  ,60,11063.14,11072.62
10, Blanco  ,60,11072.62,11082.1
10, Blanco  ,60,11082.1,11091.58
10, Blanco  ,60,11091.58,11101.06
10, Blanco  ,60,11101.06,11110.54
10, Blanco  ,60,11110.54,11120.02
10, Blanco  ,60,11120.02,11129.5
10, Blanco  ,60,11129.5,11138.98
10, Blanco  ,60,11138.98,11148.46
10, Blanco  ,60,11148.46,11157.94
10, Blanco  ,60,11157.94,11167.42
10, Blanco  ,60,11167.42,11176.9
10, Blanco  ,60,11176.9,11186.38
10, Blanco  ,60,11186.38,11195.86
10, Blanco  ,60,11195.86,11205.34
10, Blanco  ,36,11205.34,11214.82
12, Blanco  ,40,11214.82,11219.38
12, Blanco  ,40,11219.38,11223.94
12, Blanco  ,40,11223.94,11228.5
12, Blanco  ,40,11228.5,11233.06
12, Blanco  ,40,11233.06,11237.62
12, Blanco  ,40,11237.62,11242.18
12, Blanco  ,40,11242.18,11246.74
12, Blanco  ,40,11246.74,11251.3
12, Blanco  ,40,11251.3,11255.86
12, Blanco  ,40,11255.86,11260.42
12, Blanco  ,40,11260.42,11264.98
12, Blanco  ,40,11264.98,11269.54
12, Blanco  ,40,11269.54,11274.1
12, Blanco  ,40,11274.1,11278.66
12, Blanco  ,40,11278.66,11283.22
12, Blanco  ,40,11283.22,11287.78
12, Blanco  ,40,11287.78,11292.34
12, Blanco  ,40,11292.34,11296.9
12, Blanco  ,40,11296.9,11301.46
12, Blanco  ,40,11301.46,11306.02
12, Blanco  ,16,11306.02,11310.58
12, Amarillo,40,11310.58,11315.14
12, Amarillo,40,11315.14,11319.7
12, Amarillo,40,11319.7,11324.26
12, Amarillo,40,11324.26,11328.82
12, Amarillo,40,11328.82,11333.38
12, Amarillo,40,11333.38,11337.94
12, Amarillo,40,11337.94,11342.5
12, Amarillo,40,11342.5,11347.06
12, Amarillo,40,11347.06,11351.62
12, Amarillo,40,11351.62,11356.18
12, Amarillo,40,11356.18,11360.74
12, Amarillo,40,11360.74,11365.3
12, Amarillo,40,11365.3,11369.86
12, Amarillo,40,11369.86,11374.42
12, Amarillo,40,11374.42,11378.98
12, Amarillo,40,11378.98,11383.54
12, Amarillo,40,11383.54,11388.1
12, Amarillo,40,11388.1,11392.66
12, Amarillo,40,11392.66,11397.22
12, Amarillo,40,11397.22,11401.78
12, Amarillo,40,11401.78,11406.34
12, Amarillo,40,11406.34,11410.9
12, Amarillo,40,11410.9,11415.46
12, Amarillo,40,11415.46,11420.02
12, Amarillo,40,11420.02,11424.58
12, Amarillo,40,11424.58,11429.14
12, Amarillo,40,11429.14,11433.7
12, Amarillo,40,11433.7,11438.26
12, Amarillo,32,11438.26,11442.82
4, Blanco  ,160,11442.82,11456.92
4, Blanco  ,160,11456.92,11471.02
4, Blanco  ,160,11471.02,11485.12
4, Blanco  ,160,11485.12,11499.22
4, Blanco  ,160,11499.22,11513.32
4, Blanco  ,160,11513.32,11527.42
4, Blanco  ,160,11527.42,11541.52
4, Blanco  ,160,11541.52,11555.62
4, Blanco  ,160,11555.62,11569.72
4, Blanco  ,160,11569.72,11583.82
4, Blanco  ,160,11583.82,11597.92
4, Blanco  ,160,11597.92,11612.02
4, Blanco  ,160,11612.02,11626.12
4, Blanco  ,160,11626.12,11640.22
4, Blanco  ,160,11640.22,11654.32
4, Blanco  ,160,11654.32,11668.42
4, Blanco  ,160,11668.42,11682.52
4, Blanco  ,160,11682.52,11696.62
4, Blanco  ,160,11696.62,11710.72
4, Blanco  ,160,11710.72,11724.82
4, Blanco  ,160,11724.82,11738.92
4, Blanco  ,160,11738.92,11753.02
4, Blanco  ,160,11753.02,11767.12
4, Blanco  ,160,11767.12,11781.22
4, Blanco  ,160,11781.22,11795.32
4, Blanco  ,160,11795.32,11809.42
4, Blanco  ,160,11809.42,11823.52
4, Blanco  ,160,11823.52,11837.62
4, Blanco  ,160,11837.62,11851.72
4, Blanco  ,160,11851.72,11865.82
4, Blanco  ,160,11865.82,11879.92
4, Blanco  ,160,11879.92,11894.02
4, Blanco  ,160,11894.02,11908.12
4, Blanco  ,160,11908.12,11922.22
4, Blanco  ,160,11922.22,11936.32
4, Blanco  ,160,11936.32,11950.42
22, Blanco  ,24,11950.42,11955.16
22, Blanco  ,24,11955.16,11959.9
22, Blanco  ,24,11959.9,11964.64
22, Blanco  ,24,11964.64,11969.38
22, Blanco  ,6,11969.38,11974.12
6, Blanco  ,91,11974.12,11985.9
6, Blanco  ,91,11985.9,11997.68
6, Blanco  ,91,11997.68,12009.46
6, Blanco  ,91,12009.46,12021.24
6, Blanco  ,91,12021.24,12033.02
6, Blanco  ,91,12033.02,12044.8
6, Blanco  ,91,12044.8,12056.58
6, Blanco  ,91,12056.58,12068.36
6, Blanco  ,91,12068.36,12080.14
6, Blanco  ,91,12080.14,12091.92
6, Blanco  ,91,12091.92,12103.7
6, Blanco  ,91,12103.7,12115.48
6, Blanco  ,91,12115.48,12127.26
6, Blanco  ,91,12127.26,12139.04
6, Blanco  ,91,12139.04,12150.82
6, Blanco  ,91,12150.82,12162.6
6, Blanco  ,91,12162.6,12174.38
6, Blanco  ,91,12174.38,12186.16
6, Blanco  ,91,12186.16,12197.94
6, Blanco  ,91,12197.94,12209.72
6, Blanco  ,91,12209.72,12221.5
6, Blanco  ,91,12221.5,12233.28
6, Blanco  ,91,12233.28,12245.06
6, Blanco  ,91,12245.06,12256.84
6, Blanco  ,91,12256.84,12268.62
6, Blanco  ,91,12268.62,12280.4
6, Blanco  ,91,12280.4,12292.18
6, Blanco  ,91,12292.18,12303.96
6, Blanco  ,91,12303.96,12315.74
6, Blanco  ,91,12315.74,12327.52
6, Blanco  ,91,12327.52,12339.3
6, Blanco  ,91,12339.3,12351.08
6, Blanco  ,91,12351.08,12362.86
6, Blanco  ,91,12362.86,12374.64
6, Blanco  ,91,12374.64,12386.42
6, Blanco  ,91,12386.42,12398.2
6, Blanco  ,91,12398.2,12409.98
6, Blanco  ,91,12409.98,12421.76
6, Blanco  ,91,12421.76,12433.54
6, Blanco  ,91,12433.54,12445.32
6, Blanco  ,91,12445.32,12457.1
6, Blanco  ,91,12457.1,12468.88
6, Blanco  ,91,12468.88,12480.66
6, Blanco  ,91,12480.66,12492.44
6, Blanco  ,91,12492.44,12504.22
6, Blanco  ,91,12504.22,12516
6, Blanco  ,91,12516,12527.78
6, Blanco  ,91,12527.78,12539.56
6, Blanco  ,91,12539.56,12551.34
6, Blanco  ,91,12551.34,12563.12
6, Blanco  ,91,12563.12,12574.9
6, Blanco  ,91,12574.9,12586.68
6, Blanco  ,91,12586.68,12598.46
6, Blanco  ,91,12598.46,12610.24
6, Blanco  ,91,12610.24,12622.02
6, Blanco  ,91,12622.02,12633.8
6, Blanco  ,91,12633.8,12645.58
6, Blanco  ,91,12645.58,12657.36
6, Blanco  ,91,12657.36,12669.14
6, Blanco  ,91,12669.14,12680.92
6, Blanco  ,91,12680.92,12692.7
6, Blanco  ,91,12692.7,12704.48
6, Blanco  ,91,12704.48,12716.26
6, Blanco  ,91,12716.26,12728.04
6, Blanco  ,91,12728.04,12739.82
6, Blanco  ,91,12739.82,12751.6
6, Blanco  ,91,12751.6,12763.38
6, Blanco  ,91,12763.38,12775.16
6, Blanco  ,91,12775.16,12786.94
6, Blanco  ,91,12786.94,12798.72
6, Blanco  ,91,12798.72,12810.5
6, Blanco  ,91,12810.5,12822.28
6, Blanco  ,91,12822.28,12834.06
6, Blanco  ,91,12834.06,12845.84
6, Blanco  ,91,12845.84,12857.62
6, Blanco  ,91,12857.62,12869.4
6, Blanco  ,91,12869.4,12881.18
6, Blanco  ,91,12881.18,12892.96
6, Blanco  ,91,12892.96,12904.74
6, Blanco  ,91,12904.74,12916.52
6, Blanco  ,91,12916.52,12928.3
6, Blanco  ,91,12928.3,12940.08
6, Blanco  ,91,12940.08,12951.86
6, Blanco  ,91,12951.86,12963.64
6, Blanco  ,91,12963.64,12975.42
6, Blanco  ,91,12975.42,12987.2
6, Blanco  ,91,12987.2,12998.98
6, Blanco  ,63,12998.98,13010.76
10, Blanco  ,60,13010.76,13020.24
10, Blanco  ,60,13020.24,13029.72
10, Blanco  ,60,13029.72,13039.2
10, Blanco  ,60,13039.2,13048.68
10, Blanco  ,60,13048.68,13058.16
10, Blanco  ,60,13058.16,13067.64
10, Blanco  ,60,13067.64,13077.12
10, Blanco  ,60,13077.12,13086.6
10, Blanco  ,60,13086.6,13096.08
10, Blanco  ,60,13096.08,13105.56
10, Blanco  ,60,13105.56,13115.04
